movie_name,movie_date,score,genre,movie_status,ori_lang,budget,revenue,country
Harry Potter and the Deathly Hallows: Part 1,11-13-2010 ,78,"Adventure, Fantasy", Released, English,250000000,954305868,AU
Emily the Criminal,2022-08-06,68,"Crime, Drama, Thriller", Released, English,116200000,572201947,AU
Emergency Declaration,2022-03-08,77,"Action, Drama, Mystery, Thriller", Released, Korean,18052672,19200000,KR
Blood,01-27-2023 ,58,"Thriller, Horror", Released, English,107000000,297177664,US
Memory,2022-05-07,70,"Action, Thriller, Crime", Released, English,63400000,11300000,AU
Orgasm Lecture 2,02-20-2020 ,100,Drama, Released, Korean,201000000,1569323844,KR
Whisper,01-23-2022 ,64,"Horror, Thriller", Released, English,20000,211802400,GB
The Shack,04-27-2017 ,75,"Drama, Fantasy", Released, English,20000000,96860808,AU
Eternals,2021-04-11,70,"Science Fiction, Action, Adventure", Released, English,200000000,401731759,AU
Doraemon: Nobita's Little Star Wars 2021,2022-04-03,57,"Animation, Science Fiction, Adventure", Released, Japanese,109000000,590124291,JP
Dog,03-17-2022 ,74,"Drama, Comedy", Released, English,15000000,84677678,AU
The Invitation,08-25-2022 ,64,"Horror, Thriller", Released, English,1000000,354836,AU
The Conjuring: The Devil Made Me Do It,2021-03-06,75,"Horror, Mystery, Thriller", Released, English,40000000,200266441,AU
3-D Sex and Zen: Extreme Ecstasy,04-14-2011 ,48,"Drama, Adventure, Romance, Action, History", Released, Cantonese,3500000,10308238,HK
Control,09-23-2022 ,54,"Science Fiction, Thriller, Mystery", Released, English,6400000,8902141,US
Mortal Kombat,04-22-2021 ,71,"Action, Fantasy, Adventure", Released, English,55000000,83508259,AU
Mortal Kombat,04-22-2021 ,71,"Action, Fantasy, Adventure", Released, English,20000000,122133227,AU
Pirates of the Caribbean: The Curse of the Black Pearl,2003-11-09,78,"Adventure, Fantasy, Action", Released, English,140000000,655011224,AU
Clifford the Big Red Dog,12-30-2021 ,72,"Family, Adventure, Comedy, Fantasy", Released, English,64000000,78418101,AU
Dragon Knight,03-21-2022 ,69,"Fantasy, Adventure, Action", Released, English,149000000,526557525,GB
Cruella,05-27-2021 ,81,"Comedy, Crime", Released, English,200000000,233503234,AU
The Suicide Squad,2021-05-08,76,"Action, Comedy, Adventure", Released, English,185000000,167097737,AU
Drifting Home,09-16-2022 ,76,"Animation, Drama, Fantasy, Adventure", Released, Japanese,119000000,583004189,JP
The Bad Guys,03-31-2022 ,77,"Animation, Action, Adventure, Crime, Comedy, Family", Released, English,70000000,250659286,AU
The Remaining,2014-05-09,59,"Thriller, Horror", Released, English,7270000,1169603,US
The Last: Naruto the Movie,2014-06-12,78,"Action, Romance, Animation", Released, Japanese,903852,19840000,JP
Pirates of the Caribbean: On Stranger Tides,05-19-2011 ,65,"Adventure, Action, Fantasy", Released, English,379000000,1045713802,AU
There's Something Wrong with the Children,01-17-2023 ,61,"Horror, Mystery, Thriller", Released, English,97200000,463920468,US
Prom Pact,03-31-2023 ,75,"Romance, Comedy", Released, English,96200000,412160901,AU
Coco,12-26-2017 ,82,"Family, Animation, Fantasy, Music, Comedy, Adventure", Released, English,175000000,797660271,AU
The Sea Beast,2022-08-07,75,"Animation, Adventure, Family, Fantasy", Released, English,116200000,649271677,AU
Toy Story,1995-07-12,80,"Animation, Adventure, Family, Comedy", Released, English,30000000,365270951,AU
The Boss Baby: Family Business,11-25-2021 ,75,"Animation, Comedy, Adventure, Family", Released, English,82000000,146281732,AU
Housewife Sex Slaves: Hatano Yui,2015-09-01,0,, Released, Japanese,167540000,175269999,JP
The Independent,2022-02-11,73,"Thriller, Drama", Released, English,80000000,522029092,US
Joseph,04-16-1995 ,82,"Drama, History", Released, English,143260000,865531384,US
Fullmetal Alchemist: The Revenge of Scar,05-20-2022 ,68,"Fantasy, Action, Adventure", Released, Japanese,120400000,614097908,JP
Titanic,12-18-1997 ,79,"Drama, Romance", Released, English,200000000,2222985568,AU
The Hunger Games: Mockingjay - Part 1,11-20-2014 ,68,"Science Fiction, Adventure, Thriller", Released, English,125000000,766575131,AU
The Autopsy of Jane Doe,2016-09-12,67,"Horror, Mystery", Released, English,24570497,5972942,AU
Corrective Measures,04-29-2022 ,52,"Action, Science Fiction, Thriller", Released, English,105000000,354205502,US
The Jack in the Box: Awakening,2022-03-01,64,Horror, Released, English,35442226,195189,GB
Choose or Die,04-15-2022 ,54,"Horror, Thriller, Science Fiction", Released, English,174000000,474753914,GB
Project Wolf Hunting,10-13-2022 ,65,"Action, Thriller, Horror", Released, Korean,115200000,220908446,AU
Lost Bullet 2,2022-10-11,65,"Action, Crime, Thriller", Released, French,122800000,377993107,FR
Crawlspace,03-31-2022 ,66,Thriller, Released, English,110600000,660008190,US
The Good Neighbor,2022-01-09,71,Thriller, Released, English,105,94909,AU
The Trapped 13: How We Survived The Thai Cave,2022-05-10,69,Documentary, Released, Thai,111600000,767228968,TH
Groot's First Steps,2022-10-08,71,"Animation, Family, Comedy, Science Fiction", Released, English,131400000,730150001,US
Son of God,02-28-2014 ,69,Drama, Released, English,22000000,70949793,US
Sword Art Online the Movie -Progressive- Aria of a Starless Night,2021-09-12,80,"Animation, Action, Fantasy, Science Fiction", Released, Japanese,20011197,14037060,AU
Summer Ghost,2021-12-11,72,"Animation, Drama, Mystery, Fantasy", Released, Japanese,107200000,632203109,JP
Resident Evil: Welcome to Raccoon City,2021-09-12,61,"Horror, Science Fiction, Action", Released, English,25000000,41909091,AU
Laid-Back Camp The Movie,2022-01-07,76,"Animation, Comedy", Released, Japanese,13187505,7283918,JP
The Pale Blue Eye,12-22-2022 ,70,"Mystery, Thriller", Released, English,72000000,214883444,AU
The Lion King,08-25-1994 ,83,"Family, Animation, Drama", Released, English,260000000,1647733638,AU
The Lion King,08-25-1994 ,83,"Family, Animation, Drama", Released, English,79300000,986193783,AU
Avengers: Age of Ultron,04-23-2015 ,73,"Action, Adventure, Science Fiction", Released, English,365000000,1395316979,AU
Me Before You,06-16-2016 ,79,"Drama, Romance", Released, English,20000000,208064908,AU
Luca,06-18-2021 ,79,"Animation, Comedy, Fantasy, Adventure", Released, English,200000000,49750471,AU
Pirates of the Caribbean: Dead Man's Chest,2006-06-07,73,"Adventure, Fantasy, Action", Released, English,200000000,1065659812,AU
The Menu,11-18-2022 ,72,"Horror, Thriller, Comedy", Released, English,30000000,73040804,AU
Ice Age,03-21-2002 ,73,"Animation, Comedy, Family, Adventure", Released, English,65000000,386116343,AU
Eureka: Eureka Seven Hi-Evolution,11-26-2021 ,61,"Animation, Drama, Adventure, Science Fiction", Released, Japanese,139600000,350558193,JP
The Little Mermaid,1990-05-07,73,"Animation, Family, Fantasy", Released, English,40000000,211343479,AU
Shrek Forever After,2010-02-07,63,"Comedy, Adventure, Fantasy, Animation, Family", Released, English,165000000,756244673,AU
Ghostbusters: Afterlife,2022-01-01,75,"Fantasy, Comedy, Adventure", Released, English,75000000,203614138,AU
Sonic the Hedgehog,02-13-2020 ,74,"Action, Science Fiction, Comedy, Family", Released, English,85000000,319715683,AU
Teasing Master Takagi-san: The Movie,2022-10-06,86,"Animation, Comedy, Romance", Released, Japanese,189000000,1168749675,JP
Dragon Ball Z: Resurrection 'F',04-18-2015 ,68,"Action, Animation, Science Fiction", Released, Japanese,5000000,61768190,JP
The Guardians of the Galaxy Holiday Special,11-25-2022 ,73,"Comedy, Science Fiction, Adventure", Released, English,97200000,641749489,AU
Secret Headquarters,2022-12-08,68,"Action, Adventure, Comedy, Science Fiction, Family", Released, English,143000000,420598835,US
The Princess and the Frog,2010-10-01,72,"Romance, Family, Animation", Released, English,105000000,270997378,AU
365 Days: This Day,04-27-2022 ,59,"Romance, Drama", Released, Polish,162100000,437846475,AU
Faraway,2023-08-03,68,"Romance, Comedy", Released, German,52900000,368167713,DE
Hellhole,10-26-2022 ,60,Horror, Released, Polish,146740000,301123555,PL
To Kill the Beast,04-28-2022 ,60,"Mystery, Fantasy, Thriller", Released," Spanish, Castilian",105000000,227896979,BR
Zootopia,03-17-2016 ,77,"Animation, Adventure, Family, Comedy", Released, English,150000000,1002462578,AU
The Book of Daniel,2013-01-10,73,"Fantasy, Drama", Released, English,92600000,428471214,US
Lesson Plan,11-23-2022 ,63,"Action, Crime", Released, Polish,121600000,343621307,AU
Free Guy,2021-09-09,76,"Comedy, Adventure, Science Fiction", Released, English,110000000,331526598,AU
Malvada,12-29-2022 ,74,"Comedy, Fantasy, Romance", Released," Spanish, Castilian",88200000,429165999,MX
Diary of a Wimpy Kid: Rodrick Rules,2022-02-12,71,"Animation, Comedy, Family", Released, English,18000000,73695194,US
Iron Man 2,04-29-2010 ,68,"Adventure, Action, Science Fiction", Released, English,170000000,621156389,AU
The Conjuring,07-18-2013 ,75,"Horror, Thriller", Released, English,20000000,316849722,AU
Fast & Furious Presents: Hobbs & Shaw,2019-01-08,69,"Action, Adventure, Comedy", Released, English,200000000,760732926,AU
The Library Boys,11-29-2022 ,43,Comedy, Released, English,77300000,564483268,AU
The Maze Runner,2014-12-09,72,"Action, Mystery, Science Fiction, Thriller", Released, English,34000000,348319861,AU
Blueback,2023-01-01,62,"Drama, Adventure, Family", Released, English,178000000,528252215,AU
The King's Man,2022-06-01,68,"Action, Adventure, Thriller, War, Mystery", Released, English,100000000,125928656,AU
The Hobbit: The Battle of the Five Armies,12-26-2014 ,73,"Action, Adventure, Fantasy", Released, English,250000000,940323039,AU
"Miraculous World: New York, United HeroeZ",09-26-2020 ,82,"Animation, TV Movie, Fantasy, Action", Released, French,134400000,662530414,FR
Mary Magdalene,03-22-2018 ,63,"Drama, History", Released, English,7855689,11710110,AU
The Pilgrim's Progress,04-18-2019 ,78,"Animation, Adventure", Released, English,101000000,893800197,US
Red Notice,2021-04-11,68,"Action, Comedy, Crime, Thriller", Released, English,150000000,173638,AU
Solo Somos Carne,10-13-2022 ,63,Horror, Released," Spanish, Castilian",87000000,476680474,GT
Groot Takes a Bath,2022-10-08,71,"Animation, Family, Comedy, Science Fiction", Released, English,131400000,730150001,US
X,03-24-2022 ,68,"Horror, Mystery, Thriller", Released, English,1000000,15113105,AU
The Croods: A New Age,2021-07-04,75,"Animation, Family, Adventure, Fantasy, Comedy", Released, English,65000000,214790246,AU
Boruto: Naruto the Movie,2015-07-08,76,"Animation, Action, Comedy", Released, Japanese,24413000,39500000,JP
Thor: Ragnarok,10-26-2017 ,76,"Action, Adventure, Fantasy, Science Fiction, Comedy", Released, English,180000000,850482778,AU
Barbie,07-21-2023 ,0,Comedy, Post Production, English,175000000,178359863,US
Noah,03-27-2014 ,56,"Drama, Adventure", Released, English,130000000,352831065,AU
The Seven Deadly Sins: Cursed by Light,2021-02-07,78,"Animation, Fantasy", Released, Japanese,38211149,1094673,JP
The Girl from the Other Side,2022-10-03,68,"Animation, Drama, Mystery, Fantasy", Released, Japanese,67654098,629573145,JP
Enola Holmes 2,2022-04-11,76,"Mystery, Adventure, Comedy, Crime", Released, English,93000000,394945973,AU
Ant-Man,07-16-2015 ,71,"Science Fiction, Action, Adventure", Released, English,130000000,518858449,AU
Scream,02-13-1997 ,74,"Crime, Horror, Mystery", Released, English,24000000,138874789,AU
Scream,02-13-1997 ,74,"Crime, Horror, Mystery", Released, English,15000000,173046640,AU
Frozen II,12-28-2019 ,73,"Family, Animation, Adventure, Comedy, Fantasy", Released, English,150000000,1437862795,AU
Shrek the Third,2007-07-06,63,"Fantasy, Adventure, Animation, Comedy, Family", Released, English,160000000,807330936,AU
Ratatouille,2007-06-09,78,"Animation, Comedy, Family, Fantasy", Released, English,150000000,626549695,AU
Maneater,08-26-2022 ,49,"Mystery, Thriller, Horror", Released, English,132800000,660707571,US
Raya and the Last Dragon,2021-04-03,79,"Animation, Family, Fantasy, Action, Adventure", Released, English,100000000,130423032,AU
Slumberland,11-18-2022 ,75,"Family, Fantasy", Released, English,35000000,374600744,AU
PAW Patrol: The Movie,08-21-2021 ,75,"Animation, Family, Adventure, Comedy", Released, English,26000000,144327371,AU
Deadpool,2016-11-02,76,"Action, Adventure, Comedy", Released, English,58000000,781947691,AU
The Good Dinosaur,2016-01-01,68,"Adventure, Animation, Family", Released, English,187500000,333771037,AU
Last Seen Alive,05-19-2022 ,66,"Action, Thriller", Released, English,107700000,276937186,AU
We Have a Ghost,02-24-2023 ,66,"Comedy, Fantasy, Family, Adventure", Released, English,150000000,569719223,US
"Paul, Apostle of Christ",03-29-2018 ,75,"Drama, History", Released, English,5000000,26078500,AU
Real Steel,09-28-2011 ,70,"Action, Science Fiction, Drama", Released, English,110000000,263880341,AU
The Matrix Resurrections,12-26-2021 ,65,"Science Fiction, Action, Adventure", Released, English,190000000,159197755,AU
Lou,09-23-2022 ,67,"Action, Thriller", Released, English,69400000,240033016,AU
Pinocchio,2022-08-09,65,"Fantasy, Adventure, Family", Released, English,45000000,31681811,AU
Pinocchio,2022-08-09,65,"Fantasy, Adventure, Family", Released, English,13200000,30360375,AU
Pinocchio,2022-08-09,65,"Fantasy, Adventure, Family", Released, English,2289247,84300000,AU
Miraculous World: Shanghai â€“ The Legend of Ladydragon,2021-04-04,79,"Animation, Fantasy, Action, TV Movie", Released, French,149860000,660957374,FR
The Tomorrow War,2021-02-07,79,"Action, Science Fiction, Adventure", Released, English,200000000,19220000,AU
Cars,2006-08-06,69,"Animation, Adventure, Comedy, Family", Released, English,70000000,461630558,AU
Grimcutty,2022-10-10,54,Horror, Released, English,130800000,249577615,US
Scrooge: A Christmas Carol,11-25-2022 ,68,"Animation, Family, Fantasy", Released, English,87000000,459237806,GB
Your Place or Mine,2023-10-02,64,"Romance, Comedy", Released, English,105400000,286421986,US
Your Name.,11-24-2016 ,85,"Romance, Animation, Drama", Released, Japanese,2937024,357986087,AU
Puss in Boots,10-28-2011 ,65,"Comedy, Fantasy, Animation, Romance, Adventure, Family", Released, English,130000000,554987477,US
One Piece Film Red,2022-03-11,75,"Animation, Adventure, Action, Fantasy", Released, Japanese,8705000,150797338,AU
The Fate of the Furious,2017-12-04,69,"Action, Crime, Thriller", Released, English,250000000,1236703796,AU
The Strays,02-17-2023 ,55,"Thriller, Mystery, Drama, Horror", Released, English,131700000,751965792,GB
Watcher,2022-03-06,66,"Mystery, Thriller, Horror", Released, English,10237863,2667033,US
The Gray Man,07-14-2022 ,70,"Action, Thriller", Released, English,200000000,451178,AU
The Mummy Resurrection,2023-02-01,50,Horror, Released, English,102800000,545695338,GB
The Fallout,03-17-2021 ,77,Drama, Released, English,114200000,736329646,US
Guardians of the Galaxy Volume 3,2023-04-05,0,"Science Fiction, Adventure, Comedy", Post Production, English,250000000,1240262,AU
Boyka: Undisputed IV,09-22-2016 ,71,"Action, Drama", Released, English,119400000,343644155,US
The Godfather,1972-02-11,87,"Drama, Crime", Released, English,7000000,270007394,AU
Mulan,1998-03-09,79,"Animation, Family, Adventure", Released, English,200000000,69973540,AU
Mulan,1998-03-09,79,"Animation, Family, Adventure", Released, English,90000000,303500000,AU
Dracula: The Original Living Vampire,01-28-2022 ,54,"Horror, Fantasy, Thriller", Released, English,124800000,605767027,US
Big Hero 6,12-25-2014 ,77,"Adventure, Family, Animation, Action, Comedy", Released, English,165000000,647263005,AU
Triangle of Sadness,12-26-2022 ,72,"Comedy, Drama", Released, English,15600000,24733572,AU
Dungeons & Dragons,01-18-2001 ,43,"Drama, Adventure, Fantasy", Released, English,35000000,15185241,AU
Wire Room,2022-02-09,66,"Action, Crime, Thriller", Released, English,101000000,321357349,US
